Store,Date,Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,day,dayofweek,weekofyear,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_30
22,2012-03-02,1261872.67,0,29.71,3.633,137.0632581,4.261,2012,3,2,4,9,1322852.2,1447028.06,1359921.13,1872365.99,1336535.3399999999,1397770.5146666665
22,2012-03-08,1416926.31,0,71.51,3.698,138.1735806,4.156,2012,3,8,3,10,1261872.67,1249786.4,1122034.48,1439432.06,1310084.57,1392581.7443333336
22,2012-04-05,1317379.68,0,45.88,3.991,138.0332,4.125,2012,4,5,3,14,1416926.31,1042043.55,1463501.99,1380892.08,1333961.7,1397384.5263333332
22,2012-05-10,1464616.59,0,56.65,4.027,138.8256,4.145,2012,5,10,3,19,1317379.68,1436940.78,1248901.98,1408082.96,1373295.4328571428,1378884.9826666666
22,2012-06-01,1150662.55,0,24.29,3.439,136.698129,4.261,2012,6,1,4,22,1464616.59,1380952.05,1379488.05,1387953.75,1377249.1199999999,1379724.467
22,2012-06-04,1604605.69,0,37.43,3.957,137.7970968,4.125,2012,6,4,0,23,1150662.55,1476144.34,1423289.9,1182694.95,1344350.6199999999,1372050.1493333331
22,2012-06-07,1545370.16,0,70.86,3.538,138.2296333,4.156,2012,6,7,3,23,1604605.69,1322852.2,1841173.6,1492507.44,1362702.2414285713,1378600.9070000001
22,2012-07-09,1427162.26,1,66.74,3.921,138.4729355,4.156,2012,7,9,0,28,1545370.16,1261872.67,1447028.06,1464295.69,1394490.5214285715,1383848.1206666667
22,2012-08-06,1568048.54,0,56.82,3.746,138.1174194,4.125,2012,8,6,0,32,1427162.26,1416926.31,1249786.4,1552886.59,1418103.32,1391997.031
22,2012-09-03,1292724.9,0,33.11,3.876,137.5066897,4.261,2012,9,3,0,36,1568048.54,1317379.68,1042043.55,1562161.97,1439692.2099999997,1394515.0676666663
22,2012-10-02,1358444.07,1,26.6,3.655,137.1666774,4.261,2012,10,2,1,40,1292724.9,1464616.59,1436940.78,1159438.53,1436170.0985714286,1388796.0413333334
22,2012-10-08,1436311.76,0,71.12,3.772,138.1437742,4.156,2012,10,8,0,41,1358444.07,1150662.55,1380952.05,1301185.28,1421002.5957142857,1382314.6240000003
22,2012-11-05,1321914.34,0,52.9,3.947,138.0882667,4.125,2012,11,5,0,45,1436311.76,1604605.69,1476144.34,1428436.33,1461809.6257142858,1378119.6169999999
22,2012-12-10,1412925.25,0,48.1,4.029,138.9117,4.145,2012,12,10,0,50,1321914.34,1545370.16,1322852.2,1416344.68,1421425.147142857,1383535.4773333333
23,2011-05-08,1417616.81,0,74.64,4.02,136.0540323,8.358,2011,5,8,6,18,1385860.38,1445596.61,1474498.59,1215273.2,1355746.2457142859,1393261.8355172412
23,2011-06-05,1339630.35,0,55.75,4.192,134.5143667,8.212,2011,6,5,6,22,1417616.81,1196105.44,1593012.75,1478321.26,1351749.1314285714,1396561.9206896552
23,2011-07-01,1178641.71,0,30.72,3.351,132.8823226,8.252,2011,7,1,4,26,1339630.35,1335647.1,1375458.21,1563387.94,1372252.69,1394664.201666667
23,2011-07-10,1405914.39,0,53.87,3.775,136.472,8.454,2011,7,10,6,27,1178641.71,1554837.62,1414107.1,1366381.6,1349823.3485714286,1393443.152
23,2011-08-04,1273670.32,0,44.7,3.895,134.1777742,8.212,2011,8,4,3,31,1405914.39,1225182.04,1309340.16,1413302.7,1328548.6014285716,1391029.589666667
23,2011-08-07,1567340.07,0,72.56,3.886,135.6283333,8.358,2011,8,7,6,31,1273670.32,1346994.53,1312877.01,1566668.91,1335475.4985714287,1381372.3356666667
23,2011-09-09,1527455.19,1,68.32,3.93,136.2745806,8.358,2011,9,9,4,36,1567340.07,1385860.38,1163803.3,1388725.63,1366953.4328571428,1388070.9513333335
23,2011-09-12,1529615.54,0,42.3,3.627,136.5030667,8.454,2011,9,12,0,37,1527455.19,1417616.81,1445596.61,1412387.37,1387181.2628571428,1391876.0343333334
23,2011-10-06,1373841.91,0,70.02,4.025,134.9425484,8.212,2011,10,6,3,40,1529615.54,1339630.35,1196105.44,1285358.01,1403181.0814285714,1390640.922
23,2011-11-02,1341240.62,1,26.51,3.416,133.260871,8.252,2011,11,2,2,44,1373841.91,1178641.71,1335647.1,1442819.28,1408068.4471428574,1390144.798
23,2011-11-03,1253218.7,0,39.51,3.752,133.7361429,8.252,2011,11,3,3,44,1341240.62,1405914.39,1554837.62,1409705.03,1431296.8628571427,1387773.2396666668
23,2011-11-11,1425078.59,0,46.78,3.719,136.4618065,8.454,2011,11,11,4,45,1253218.7,1273670.32,1225182.04,1361944.94,1409483.1928571428,1386701.9293333332
23,2011-12-08,1402818.01,0,72.52,3.995,136.144129,8.358,2011,12,8,3,49,1425078.59,1567340.07,1346994.53,1379579.63,1431112.9457142858,1386110.5729999999
23,2012-01-06,1467722.19,0,71.79,3.915,138.1138065,8.983,2012,1,6,4,1,1402818.01,1527455.19,1385860.38,1665502.55,1407609.7942857144,1385881.0056666667
23,2012-02-03,1213994.39,0,35.36,3.983,137.4238966,8.659,2012,2,3,4,5,1467722.19,1529615.54,1417616.81,1474498.59,1399076.5085714287,1389406.914
23,2012-03-02,1249696.97,0,38.61,3.796,137.0632581,8.659,2012,3,2,4,9,1213994.39,1373841.91,1339630.35,1593012.75,1353987.7728571428,1383887.406
23,2012-03-08,1440374.13,0,73.26,3.819,138.1735806,8.953,2012,3,8,3,10,1249696.97,1341240.62,1178641.71,1375458.21,1336252.7814285713,1370027.22
23,2012-04-05,1306551.71,0,52.14,4.124,138.0332,8.983,2012,4,5,3,14,1440374.13,1253218.7,1405914.39,1414107.1,1350414.7114285715,1368889.7380000001
23,2012-05-10,1416720.54,0,60.35,4.151,138.8256,8.693,2012,5,10,3,19,1306551.71,1425078.59,1273670.32,1309340.16,1358033.7128571428,1359341.0366666666
23,2012-06-01,1251581.89,0,32.86,3.585,136.698129,8.659,2012,6,1,4,22,1416720.54,1402818.01,1567340.07,1312877.01,1356839.7057142856,1360716.4476666667
23,2012-06-04,1524734.29,0,45.25,4.143,137.7970968,8.983,2012,6,4,0,23,1251581.89,1467722.19,1527455.19,1163803.3,1335234.5457142857,1355298.9406666667
23,2012-06-07,1645097.75,0,77.18,3.646,138.2296333,8.953,2012,6,7,3,23,1524734.29,1213994.39,1529615.54,1445596.61,1343379.1314285714,1362478.745
23,2012-07-09,1477134.75,1,72.81,4.076,138.4729355,8.953,2012,7,9,0,28,1645097.75,1249696.97,1373841.91,1196105.44,1404965.3257142857,1373552.7696666666
23,2012-08-06,1406313.13,0,59.93,3.871,138.1174194,8.983,2012,8,6,0,32,1477134.75,1440374.13,1341240.62,1335647.1,1437456.437142857,1383997.1513333332
23,2012-09-03,1325835.7,0,41.5,4.021,137.5066897,8.659,2012,9,3,0,36,1406313.13,1306551.71,1253218.7,1554837.62,1432590.58,1382687.702
23,2012-10-02,1403460.87,1,33.82,3.826,137.1666774,8.659,2012,10,2,1,40,1325835.7,1416720.54,1425078.59,1225182.04,1435345.4357142858,1387012.0439999998
23,2012-10-08,1497054.81,0,75.53,3.863,138.1437742,8.953,2012,10,8,0,41,1403460.87,1251581.89,1402818.01,1346994.53,1433451.197142857,1389272.503
23,2012-11-05,1355391.79,0,58.7,4.055,138.0882667,8.983,2012,11,5,0,45,1497054.81,1524734.29,1467722.19,1385860.38,1468518.757142857,1387346.4093333334
23,2012-12-10,1416301.17,0,51.64,4.186,138.9117,8.693,2012,12,10,0,50,1355391.79,1645097.75,1213994.39,1417616.81,1444326.9714285715,1391686.7343333333
24,2011-05-08,679706.01,0,74.0,3.842,208.719238,7.274,2011,5,8,6,18,718393.61,706206.86,655811.95,658640.14,717284.0585714286,739841.7879310346
24,2011-06-05,659446.55,0,49.5,4.046,208.7992595,7.287,2011,6,5,6,22,679706.01,699779.0,964729.18,822486.37,713498.2228571428,716542.2782758621
24,2011-07-01,558794.63,0,29.0,3.193,204.6487803,7.343,2011,7,1,4,26,659446.55,878314.57,737163.2,759407.87,707736.4442857142,714639.0873333333
24,2011-07-10,671522.87,0,50.82,3.583,210.1170595,7.082,2011,7,10,6,27,558794.63,737551.74,583364.02,685700.08,662090.7385714286,711310.9036666666
24,2011-08-04,648606.13,0,42.11,3.72,208.1092642,7.287,2011,8,4,3,31,671522.87,639830.45,660619.99,885572.96,652658.0428571429,706278.787
24,2011-08-07,698529.64,0,71.64,3.711,208.4386847,7.274,2011,8,7,6,31,648606.13,640912.18,713250.08,764155.44,653911.7114285714,702585.3956666666
24,2011-09-09,673248.48,1,67.51,3.738,209.0225562,7.274,2011,9,9,4,36,698529.64,718393.61,618377.79,677231.63,662142.7771428572,703013.0476666667
24,2011-09-12,916446.02,0,38.69,3.415,211.8667856,7.082,2011,9,12,0,37,673248.48,679706.01,706206.86,665750.06,655693.4728571428,695935.565
24,2011-10-06,740259.63,0,71.45,3.881,208.1535092,7.287,2011,10,6,3,40,916446.02,659446.55,699779.0,696314.53,689513.4742857143,701011.9176666666
24,2011-11-02,615666.78,1,21.18,3.239,206.0763862,7.343,2011,11,2,2,44,740259.63,558794.63,878314.57,699464.43,701058.2000000001,703112.8509999999
24,2011-11-03,599828.39,0,36.73,3.582,207.1882876,7.343,2011,11,3,3,44,615666.78,671522.87,737551.74,724468.97,709182.792857143,701443.4083333333
24,2011-11-11,719235.07,0,44.81,3.53,210.9810201,7.082,2011,11,11,4,45,599828.39,648606.13,639830.45,674283.86,698940.7242857143,698227.2036666666
24,2011-12-08,667130.48,0,70.93,3.812,208.7820061,7.274,2011,12,8,3,49,719235.07,698529.64,640912.18,712647.97,709030.572857143,698886.225
24,2012-01-06,694765.95,0,69.54,3.742,214.5513278,7.139,2012,1,6,4,1,667130.48,673248.48,718393.61,719591.13,704544.9785714286,696974.942
24,2012-02-03,643155.89,0,36.01,3.816,213.6718127,6.961,2012,2,3,4,5,694765.95,916446.02,679706.01,655811.95,707618.9028571428,697657.6783333333
24,2012-03-02,642776.4,0,34.98,3.617,213.0236225,6.961,2012,3,2,4,9,643155.89,740259.63,659446.55,964729.18,668577.4557142856,695341.2756666667
24,2012-03-08,709724.6,0,72.08,3.654,214.7433514,7.28,2012,3,8,3,10,642776.4,615666.78,558794.63,737163.2,654651.28,692780.7846666666
24,2012-04-05,696421.72,0,58.76,3.951,214.4771081,7.139,2012,4,5,3,14,709724.6,599828.39,671522.87,583364.02,668088.1114285715,694577.873
24,2012-05-10,699536.73,0,57.58,3.985,215.9258865,7.293,2012,5,10,3,19,696421.72,719235.07,648606.13,660619.99,681887.1585714285,685634.291
24,2012-06-01,636419.12,0,30.23,3.422,212.5711125,6.961,2012,6,1,4,22,699536.73,667130.48,698529.64,713250.08,679073.11,684380.0753333333
24,2012-06-04,791356.9,0,44.73,3.996,214.2387053,7.139,2012,6,4,0,23,636419.12,694765.95,673248.48,618377.79,674685.7728571428,686148.5786666666
24,2012-06-07,753385.55,0,75.52,3.475,214.6873514,7.28,2012,6,7,3,23,791356.9,643155.89,916446.02,706206.86,688484.4799999999,690506.4756666666
24,2012-07-09,671482.9,1,72.79,3.911,215.2189573,7.28,2012,7,9,0,28,753385.55,642776.4,740259.63,699779.0,704231.5742857143,691844.3246666666
24,2012-08-06,730254.19,0,58.48,3.689,214.5527132,7.139,2012,8,6,0,32,671482.9,709724.6,615666.78,878314.57,708332.5028571428,693614.4949999999
24,2012-09-03,643711.53,0,37.44,3.848,213.8711137,6.961,2012,9,3,0,36,730254.19,696421.72,599828.39,737551.74,711265.3014285715,694416.0726666667
24,2012-10-02,658984.38,1,32.47,3.64,213.1186138,6.961,2012,10,2,1,40,643711.53,699536.73,719235.07,639830.45,703735.2742857144,692547.157
24,2012-10-08,710496.97,0,71.93,3.722,214.7484595,7.28,2012,10,8,0,41,658984.38,636419.12,667130.48,640912.18,697942.0814285715,685236.1506666667
24,2012-11-05,739866.16,0,59.21,3.889,214.5319099,7.139,2012,11,5,0,45,710496.97,791356.9,694765.95,718393.61,708524.6314285714,684334.325
24,2012-12-10,697317.41,0,43.74,4.0,216.1150568,7.293,2012,12,10,0,50,739866.16,753385.55,643155.89,679706.01,701168.8114285714,687668.8486666667
25,2011-05-08,1107552.43,0,63.16,3.903,136.0540323,7.767,2011,5,8,6,18,988950.75,1070119.09,1042226.3,923221.52,1003373.7228571428,1009401.3386206897
25,2011-06-05,1024778.23,0,45.0,4.078,134.5143667,7.818,2011,6,5,6,22,1107552.43,1040143.14,1149612.04,1029849.2,1008721.3428571429,1022080.1755172414
25,2011-07-01,938149.21,0,21.13,3.193,132.8823226,7.907,2011,7,1,4,26,1024778.23,1012498.49,1073862.59,1078455.48,1006526.3557142857,1022170.1106666666
25,2011-07-10,1130022.99,0,46.84,3.633,136.472,7.598,2011,7,10,6,27,938149.21,1054454.4,1015684.09,1037549.71,995905.03,1022667.7003333333
25,2011-08-04,985229.81,0,29.09,3.72,134.1777742,7.818,2011,8,4,3,31,1130022.99,911807.02,963382.09,1016143.64,1006700.542857143,1026006.8266666665
25,2011-08-07,1133807.03,0,63.34,3.784,135.6283333,7.767,2011,8,7,6,31,985229.81,945643.17,971193.01,1003202.66,1017189.5128571428,1022899.3043333334
25,2011-09-09,1069710.97,1,60.98,3.809,136.2745806,7.767,2011,9,9,4,36,1133807.03,988950.75,849231.61,1034119.21,1044070.0642857143,1026107.8816666666
25,2011-09-12,1148987.46,0,34.24,3.47,136.5030667,7.598,2011,9,12,0,37,1069710.97,1107552.43,1070119.09,1005669.58,1055607.2385714285,1027893.4593333334
25,2011-10-06,1094058.68,0,59.85,3.924,134.9425484,7.818,2011,10,6,3,40,1148987.46,1024778.23,1040143.14,970224.51,1061526.5285714285,1032752.9526666666
25,2011-11-02,1010711.08,1,15.12,3.255,133.260871,7.907,2011,11,2,2,44,1094058.68,938149.21,1012498.49,1125329.77,1071423.7357142859,1034750.9349999999
25,2011-11-03,946614.55,0,28.13,3.6,133.7361429,7.907,2011,11,3,3,44,1010711.08,1130022.99,1054454.4,1074479.73,1081789.7171428571,1034918.985
25,2011-11-11,1077640.13,0,40.08,3.57,136.4618065,7.598,2011,11,11,4,45,946614.55,985229.81,911807.02,1001069.52,1055588.5114285715,1034131.9863333333
25,2011-12-08,1087644.5,0,62.99,3.88,136.144129,7.767,2011,12,8,3,49,1077640.13,1133807.03,945643.17,1022293.81,1068789.9857142859,1032542.3316666667
25,2012-01-06,1015853.03,0,58.51,3.798,138.1138065,7.489,2012,1,6,4,1,1087644.5,1069710.97,988950.75,1122356.53,1062195.3385714286,1032981.1573333333
25,2012-02-03,955641.74,0,22.49,3.827,137.4238966,7.467,2012,2,3,4,5,1015853.03,1148987.46,1107552.43,1042226.3,1054501.347142857,1033473.941
25,2012-03-02,939158.25,0,25.24,3.633,137.0632581,7.467,2012,3,2,4,9,955641.74,1094058.68,1024778.23,1149612.04,1026880.53,1031252.2053333333
25,2012-03-08,1090915.09,0,65.6,3.698,138.1735806,7.405,2012,3,8,3,10,939158.25,1010711.08,938149.21,1073862.59,1004751.8971428571,1025145.596
25,2012-04-05,946573.29,0,40.29,3.991,138.0332,7.489,2012,4,5,3,14,1090915.09,946614.55,1130022.99,1015684.09,1016209.6128571428,1026768.5556666666
25,2012-05-10,1095504.26,0,54.07,4.027,138.8256,7.138,2012,5,10,3,19,946573.29,1077640.13,985229.81,963382.09,1016203.7185714284,1020000.5973333332
25,2012-06-01,971557.62,0,22.94,3.439,136.698129,7.467,2012,6,1,4,22,1095504.26,1087644.5,1133807.03,971193.01,1018755.7371428572,1020721.9863333333
25,2012-06-04,1116829.23,0,33.35,3.957,137.7970968,7.489,2012,6,4,0,23,971557.62,1015853.03,1069710.97,849231.61,1002171.8971428572,1019251.104
25,2012-06-07,1180470.8,0,64.94,3.538,138.2296333,7.405,2012,6,7,3,23,1116829.23,955641.74,1148987.46,1070119.09,1016597.0685714287,1024366.0086666667
25,2012-07-09,1081874.03,1,61.58,3.921,138.4729355,7.405,2012,7,9,0,28,1180470.8,939158.25,1094058.68,1040143.14,1048715.5057142857,1031341.9349999999
25,2012-08-06,1106176.83,0,49.43,3.746,138.1174194,7.489,2012,8,6,0,32,1081874.03,1090915.09,1010711.08,1012498.49,1069103.4742857143,1039096.6823333333
25,2012-09-03,1028569.01,0,29.03,3.876,137.5066897,7.467,2012,9,3,0,36,1106176.83,946573.29,946614.55,1054454.4,1071283.722857143,1040298.6070000001
25,2012-10-02,1081005.64,1,23.89,3.655,137.1666774,7.467,2012,10,2,1,40,1028569.01,1095504.26,1077640.13,911807.02,1082997.397142857,1039912.8026666666
25,2012-10-08,1121476.51,0,67.01,3.772,138.1437742,7.405,2012,10,8,0,41,1081005.64,971557.62,1087644.5,945643.17,1080926.1657142858,1042196.3743333333
25,2012-11-05,1062548.73,0,47.11,3.947,138.0882667,7.489,2012,11,5,0,45,1121476.51,1116829.23,1015853.03,988950.75,1102343.1500000001,1044430.4446666667
25,2012-12-10,1044639.69,0,45.19,4.029,138.9117,7.138,2012,12,10,0,50,1062548.73,1180470.8,955641.74,1107552.43,1094588.7928571429,1049455.1683333332
26,2011-05-08,1747289.53,0,78.14,4.02,139.9896486,7.85,2011,5,8,6,18,1621109.3,1949983.93,1913494.81,1543532.83,1746810.7099999997,1804702.814137931
26,2011-06-05,1757041.96,0,56.48,4.192,138.4131202,7.725,2011,6,5,6,22,1747289.53,1511717.53,2139733.68,2053952.97,1717854.3671428573,1828314.565862069
26,2011-07-01,1568159.48,0,34.42,3.351,136.7332569,7.827,2011,7,1,4,26,1757041.96,1806924.74,1873812.93,2024554.1,1752900.7142857143,1825938.8123333333
26,2011-07-10,1672339.27,0,56.91,3.775,140.43475,7.906,2011,7,10,6,27,1568159.48,2053708.01,1745362.72,1908110.9,1718791.3914285714,1826759.7006666667
26,2011-08-04,1689844.18,0,46.87,3.895,138.0638929,7.725,2011,8,4,3,31,1672339.27,1628100.79,1925113.12,1884343.67,1664310.142857143,1814039.244
26,2011-08-07,2000055.27,0,76.87,3.886,139.5442083,7.85,2011,8,7,6,31,1689844.18,1656130.67,1828010.25,2073102.59,1673130.627142857,1802882.2466666666
26,2011-09-09,1911470.84,1,70.93,3.93,140.2310173,7.85,2011,9,9,4,36,2000055.27,1621109.3,1628868.28,1874289.79,1722262.7128571426,1805947.0590000001
26,2011-09-12,2014665.98,0,46.28,3.627,140.4397857,7.906,2011,9,12,0,37,1911470.84,1747289.53,1949983.93,1313729.72,1763742.932857143,1806851.298
26,2011-10-06,1817914.71,0,73.26,4.025,138.8606382,7.725,2011,10,6,3,40,2014665.98,1757041.96,1511717.53,1686010.02,1801939.5685714283,1804903.411
26,2011-11-02,1636224.77,1,30.45,3.416,137.1378318,7.827,2011,11,2,2,44,1817914.71,1568159.48,1806924.74,1908036.68,1810635.6757142858,1803024.2416666667
26,2011-11-03,1613259.77,0,43.64,3.752,137.6269617,7.827,2011,11,3,3,44,1636224.77,1672339.27,2053708.01,1939458.84,1820359.2885714285,1813774.0766666667
26,2011-11-11,1800728.07,0,49.69,3.719,140.4111613,7.906,2011,11,11,4,45,1613259.77,1689844.18,1628100.79,1707662.87,1811919.3599999999,1811349.0683333336
26,2011-12-08,1758437.96,0,76.67,3.995,140.0859873,7.85,2011,12,8,3,49,1800728.07,2000055.27,1656130.67,1955814.13,1827759.9157142858,1807772.1146666668
26,2012-01-06,1900638.6,0,73.4,3.915,142.1095438,8.253,2012,1,6,4,1,1758437.96,1911470.84,1621109.3,2119163.01,1793243.1571428573,1801738.0853333334
26,2012-02-03,1509323.09,0,40.07,3.983,141.3875357,8.009,2012,2,3,4,5,1900638.6,2014665.98,1747289.53,1913494.81,1791695.6942857143,1808170.6096666667
26,2012-03-02,1564246.02,0,42.52,3.796,141.0161924,8.009,2012,3,2,4,9,1509323.09,1817914.71,1757041.96,2139733.68,1719503.852857143,1793287.575
26,2012-03-08,1705810.84,0,75.22,3.819,142.1916279,8.239,2012,3,8,3,10,1564246.02,1636224.77,1568159.48,1873812.93,1683265.4685714284,1774790.342
26,2012-04-05,1669388.45,0,53.68,4.124,142.0177929,8.253,2012,4,5,3,14,1705810.84,1613259.77,1672339.27,1745362.72,1693206.335714286,1767867.543
26,2012-05-10,1591816.88,0,64.5,4.151,142.8516833,8.0,2012,5,10,3,19,1669388.45,1800728.07,1689844.18,1925113.12,1701224.7185714287,1752189.3686666668
26,2012-06-01,1535287.4,0,35.8,3.585,140.6461359,8.009,2012,6,1,4,22,1591816.88,1758437.96,2000055.27,1828010.25,1671380.2628571428,1742789.5003333332
26,2012-06-04,1899013.34,0,48.73,4.143,141.7712396,8.253,2012,6,4,0,23,1535287.4,1900638.6,1911470.84,1628868.28,1639501.6114285714,1735786.9896666666
26,2012-06-07,2062224.92,0,82.08,3.646,142.2234298,8.239,2012,6,7,3,23,1899013.34,1509323.09,2014665.98,1949983.93,1639269.4314285715,1734916.9970000002
26,2012-07-09,1840955.23,1,76.0,4.076,142.500303,8.239,2012,7,9,0,28,2062224.92,1564246.02,1817914.71,1511717.53,1718255.407142857,1742724.1526666668
26,2012-08-06,1764756.31,0,64.05,3.871,142.1158099,8.253,2012,8,6,0,32,1840955.23,1705810.84,1636224.77,1806924.74,1757785.2942857144,1749793.7176666667
26,2012-09-03,1607343.41,0,44.32,4.021,141.4742857,8.009,2012,9,3,0,36,1764756.31,1669388.45,1613259.77,2053708.01,1766206.0757142857,1743619.4636666668
26,2012-10-02,1651605.35,1,37.86,3.826,141.1199827,8.009,2012,10,2,1,40,1607343.41,1591816.88,1800728.07,1628100.79,1757342.4985714287,1746806.993
26,2012-10-08,1720537.26,0,78.44,3.863,142.1705634,8.239,2012,10,8,0,41,1651605.35,1535287.4,1758437.96,1656130.67,1765883.7085714287,1741629.68
26,2012-11-05,1674306.31,0,58.97,4.055,142.0759262,8.253,2012,11,5,0,45,1720537.26,1899013.34,1900638.6,1621109.3,1792347.9742857143,1730523.9883333333
26,2012-12-10,1660081.29,0,55.4,4.186,142.9376167,8.0,2012,12,10,0,50,1674306.31,2062224.92,1509323.09,1747289.53,1760246.9700000002,1732064.1723333334
27,2011-05-08,1523870.89,0,90.61,3.803,129.1846452,13.503,2011,5,8,6,18,1576654.67,1319054.57,1246062.17,1203080.41,1489303.5085714287,1451899.0582758621
27,2011-06-05,1515890.38,0,68.4,4.193,129.0444333,13.736,2011,6,5,6,22,1523870.89,1468871.49,1466164.49,1441559.4,1518562.982857143,1446711.63
27,2011-07-01,1402902.47,0,37.64,3.287,127.1917742,14.021,2011,7,1,4,26,1515890.38,1368130.35,1348995.17,1399960.15,1525279.9671428571,1449017.5883333334
27,2011-07-10,1557314.58,0,70.44,3.827,129.6938,12.89,2011,7,10,6,27,1402902.47,1403779.25,1558968.49,1523410.71,1530247.412857143,1455678.3236666666
27,2011-08-04,1414713.5,0,64.47,4.003,128.8238065,13.736,2011,8,4,3,31,1557314.58,1564897.32,1326877.11,1447916.29,1552181.0314285716,1459536.8296666667
27,2011-08-07,1459655.85,0,89.9,3.705,129.1125,13.503,2011,8,7,6,31,1414713.5,1723736.91,1266460.45,1543678.02,1530726.2,1460028.608
27,2011-09-09,1310087.0,1,88.0,3.913,129.3686129,13.503,2011,9,9,4,36,1459655.85,1576654.67,1336838.41,1672352.29,1493000.3342857142,1457903.4459999998
27,2011-09-12,1467024.3,0,42.17,3.644,129.8555333,12.89,2011,9,12,0,37,1310087.0,1523870.89,1319054.57,1608435.45,1454919.2385714285,1453309.136333333
27,2011-10-06,1339972.83,0,78.72,3.981,129.0357097,13.736,2011,10,6,3,40,1467024.3,1515890.38,1468871.49,1501663.26,1446798.2971428572,1450754.0123333335
27,2011-11-02,1397301.38,1,51.3,3.381,127.859129,14.021,2011,11,2,2,44,1339972.83,1402902.47,1368130.35,1523101.38,1421667.2185714287,1439674.697
27,2011-11-03,1380836.35,0,57.75,3.818,128.3995,14.021,2011,11,3,3,44,1397301.38,1557314.58,1403779.25,1532893.22,1420867.0628571429,1432636.8946666669
27,2011-11-11,1402654.95,0,48.76,3.824,129.8167097,12.89,2011,11,11,4,45,1380836.35,1414713.5,1564897.32,1334571.87,1395655.8871428573,1428609.331
27,2011-12-08,1218764.94,0,91.04,3.701,129.2015806,13.503,2011,12,8,3,49,1402654.95,1459655.85,1723736.91,1382359.21,1393933.2371428572,1424594.45
27,2012-01-06,1245480.95,0,78.11,4.277,130.9592258,11.627,2012,1,6,4,1,1218764.94,1310087.0,1576654.67,1340293.87,1359520.25,1414123.5073333334
27,2012-02-03,1451740.57,0,52.27,4.178,130.6457931,12.187,2012,2,3,4,5,1245480.95,1467024.3,1523870.89,1246062.17,1350290.8142857142,1411153.8099999998
27,2012-03-02,1531599.44,0,50.58,3.702,130.3496774,12.187,2012,3,2,4,9,1451740.57,1339972.83,1515890.38,1466164.49,1348107.424285714,1413466.522
27,2012-03-08,1376520.1,0,88.16,3.76,130.737871,10.926,2012,3,8,3,10,1531599.44,1397301.38,1402902.47,1348995.17,1375482.6542857143,1419843.3743333332
27,2012-04-05,1450628.85,0,76.03,4.171,131.136,11.627,2012,4,5,3,14,1376520.1,1380836.35,1557314.58,1558968.49,1372513.9000000001,1424191.9719999998
27,2012-05-10,1462941.03,0,81.61,3.966,131.0756667,10.199,2012,5,10,3,19,1450628.85,1402654.95,1414713.5,1326877.11,1382484.2571428572,1423674.1173333335
27,2012-06-01,1466046.07,0,50.43,3.599,130.1575161,12.187,2012,6,1,4,22,1462941.03,1218764.94,1459655.85,1266460.45,1391096.5542857142,1427472.3126666667
27,2012-06-04,1559592.79,0,64.05,4.121,131.0375484,11.627,2012,6,4,0,23,1466046.07,1245480.95,1310087.0,1336838.41,1426422.43,1424374.8986666666
27,2012-06-07,1500863.54,0,89.13,3.765,130.7196333,10.926,2012,6,7,3,23,1559592.79,1451740.57,1467024.3,1319054.57,1471295.55,1432132.088
27,2012-07-09,1469693.99,1,88.52,4.124,130.9325484,10.926,2012,7,9,0,28,1500863.54,1531599.44,1339972.83,1468871.49,1478313.1171428573,1439945.5243333334
27,2012-08-06,1440687.69,0,84.83,4.103,130.8896774,11.627,2012,8,6,0,32,1469693.99,1376520.1,1397301.38,1368130.35,1469469.4814285713,1444374.0436666668
27,2012-09-03,1680764.06,0,54.54,4.25,130.7413793,12.187,2012,9,3,0,36,1440687.69,1450628.85,1380836.35,1403779.25,1478636.28,1448428.481
27,2012-10-02,1572966.15,1,52.27,3.722,130.3849032,12.187,2012,10,2,1,40,1680764.06,1462941.03,1402654.95,1564897.32,1511512.7385714285,1455491.5666666667
27,2012-10-08,1269113.41,0,95.91,3.811,130.7561613,10.926,2012,10,8,0,41,1572966.15,1466046.07,1218764.94,1723736.91,1527230.612857143,1462319.4266666668
27,2012-11-05,1264575.18,0,77.27,4.186,131.1453333,11.627,2012,11,5,0,45,1269113.41,1559592.79,1245480.95,1576654.67,1499097.3757142858,1457830.5653333333
27,2012-12-10,1205536.71,0,71.74,4.468,131.1083333,10.199,2012,12,10,0,50,1264575.18,1500863.54,1451740.57,1523870.89,1456952.0028571428,1447819.8273333334
28,2011-05-08,503486.37,0,75.33,3.903,136.0540323,9.863,2011,5,8,6,18,620735.72,567114.6,491290.37,474698.01,557602.94,578436.0196551725
28,2011-06-05,534372.53,0,53.63,4.078,134.5143667,9.966,2011,6,5,6,22,503486.37,497085.91,713834.74,599629.25,548513.1928571428,552191.5779310345
28,2011-07-01,455952.18,0,32.56,3.193,132.8823226,10.256,2011,7,1,4,26,534372.53,579874.22,540716.58,581473.55,553839.8528571428,551597.6096666667
28,2011-07-10,514993.0,0,56.44,3.633,136.472,9.357,2011,7,10,6,27,455952.18,598251.57,529672.95,579272.38,536136.7042857143,550972.7486666667
